beer_ABV,beer_beerId,beer_brewerId,beer_name,beer_style,review_appearance,review_palette,review_overall,review_taste,review_profileName,review_aroma,review_text,review_time,sentiment_score
5.35,40919,35,LongShot Grape Pale Ale,Fruit / Vegetable Beer,3.5,3.5,3.5,3.5,dsa7783,3.5,"Single, twelve-ounce bottle copped from Gary's in Madison... Pours an earthy, deep, tawny, ruddy, orange hue with a very minimal head that quickly receded and left hardly any lacing... Mildly sweet, slight grape aroma noticeable... Thick, creamy, slight vanilla taste with small caramel notes, and a green-grape aftertaste... The overall grape flavor was mildly assertive yet noticeable and provided an interesting, unique finish... Although this was certainly a different sample, wouldn't make this my first or only choice for the night...",1217109888,0.20000000298023224
5.0,571,113,Samuel Smith's Oatmeal Stout,Oatmeal Stout,4.5,4.0,4.0,3.5,sgoodship,3.5,"A: Dark brown - almost black and opaque apart from lovely golden dark brown edges when held up to the light. Nice chocolate head that reduces to a thin head. Even after sipping slowly, it retained a nice thin lacing to the last. S: Coffee, Molasses, Malty T: Definitely a complex flavor. The taste is what you would expect from the smell but then you get a really interesting balance of sweetness and bitterness. I hadn't detected fruit in the smell but there is a dominant fruitiness to the taste that then leaves you with a bitterness that was a little too sour for my taste. &#8232; M: It is smooth, creamy and feels clean in the mouth. There was a little sharpness to the carbonation hitting the tongue - could have done without that. It felt to thin at the end. D: Loved this beer but the combination of the tanginess and sour bitterness at the end makes this an ""in moderation"" drink for me. A quality stout for sure.",1221795133,0.30000001192092896
7.5,3842,207,Trappistes Rochefort 6,Belgian Strong Dark Ale,4.0,4.0,4.5,4.0,jdoncbus,4.5,"Poured into Chimay goblet. Pours a worn brown leather with orange hues. When first decanted the head is a couple fingers thick and sounds like a bowl of rice kripies mixed with pop rocks. Nose is caramel, almost cola-like with notes of brown sugar, corriander, licorice, and sweet tarts. Surprisingly smooth on the palate but followed by a mild crisp. Flavors include toasted malt, creamy caramel, pepper, and vanilla. Bits of hop mix well with the alcohol creating a creme brulee after taste. Mouthfeel finishes slick and buttery; very little burn. A fanastic beer and I look forward to trying again. The ABV is hidden extremely well along with so much going on flavor-wise; a palate experience.",1238813560,0.30000001192092896
5.5,69909,392,Que¿beck,American Pale Ale (APA),4.0,4.0,4.0,4.5,mikesgroove,4.0,"copper color with a good amount of clarity to it. Nice streams of carbonation could be seen coming up towards the top and a good sixed two inch head of white foam came over the top right away. Slight settling still left behind copious amounts of sticky white lace, with a bare top. The aroma was nice and hopped, grassy with some decent touches of light citrus and pine mixed in. A bisuit like bready middle to it that really came out once it warmed up. The flavor was more of the same, crisp and clean, with a quick hitting citric hop bite in the front that mellowed out with some light grain, and bready malts to balance nicley, all the while staying very light and towards the hoppier side of the style. Crisp and clean with a light feel",1321411835,0.6000000238418579
4.9,35989,13165,Barons Lager,Munich Helles Lager,3.5,3.0,3.5,3.0,brendan13,3.0,"A - Clear golden colour with a few centimetres of off white head that falls away quite quickly. S - Some bready & cereral grain aromas with a herbal hop character. T - The maltiness comes through at first followed by a spicy, herbal hop bitterness. M - Medium bodied with fairly high carbonation. D - Nothing special but a nice enough, drinkable beer.",1188210328,0.20000000298023224
7.0,75988,2188,Tenebra,American Stout,4.5,4.5,4.0,4.0,metaltec15,3.0,"The beer had a nice jet black appearance and creamy white head. Nice hop aroma. Nice citrus notes. At first taste a very clean balanced taste for a stout. As it warmed up and half way through the pint it became very dry and a muddled bitterness(not the good hop bitterness). An average mouthfeel was to style. Overall it was not a horrible beer, but if I had my choice I would choose their Black Cobra over this.",1323577183,0.20000000298023224
5.0,1622,394,Stoudt's Scarlet Lady ESB,Extra Special / Strong Bitter (ESB),4.0,4.0,4.0,4.0,JoeyBeerBelly,4.0,"12oz bottle, served in a nonic pint glass. A - clear, copper color with tan head of foam that settled and left good lacing. S - Earthy, English ale aroma. T - malty flavor with light bitterness finishing sweet. M - silky smoothness. D - goes down smooth and easy. Final Note: I think ESB should have 2 listings - English-style ESB and American ESB.",1208479020,0.4000000059604645
7.0,70981,16866,Provisions Series: Run B.M.C.,American Double / Imperial Pilsner,4.0,3.5,4.0,4.5,karros270,4.0,"Appearance is a beautiful golden color. The smell is malty sweet. Some pineapple and peaches in the aroma but mostly bready malt dominates the nose. The taste is clean and on the sweet side. Definitely hoppier than your typical pilsner but not overwhelmingly so, a little unbalanced towards the sweeter malty side. There is a little bit of hop bitterness that lingers on the pallet which is very pleasant. This is a fun beer, great for a sunny summer day. I'm glad the Bruery brewed it and I'm glad I picked up some bottles of it but I won't miss it when it's gone. I'd much rather have a Hottenroth on a summer day anyway. Still, for the style this was a success. Maybe not quite as agressive as Port's Panzer Pils but a fun and enjoyable imperial pils regardless.",1310848834,0.4000000059604645
6.0,7675,3268,Smoke (Smoked Porter),American Porter,4.5,4.0,3.0,4.0,birchstick,4.0,"A - pours a very dark brown, almost black, with a nice looking chocolaty head on it. S - As I expected, smoke stands out at first. There is also hints of smoked meat/beef brisket and some burnt malts T - Starts with burnt malts and smoked meat. This fades to a faint bitterness and a light, but very noticeable, smoky and toasty malt finish. M - nice and full with a decent amount of carbonation D - This is a good smoked porter, but the meat and smokiness got to me after a while. I had this with brats and it was delicious. This is definitely one of the best O'Fallon offerings...",1224978113,0.4000000059604645
8.1,38591,35,Samuel Adams Hallertau Imperial Pilsner,American Double / Imperial Pilsner,4.0,5.0,5.0,4.5,John1985,4.5,"Pours a beautiful deep amber. Ample half inch head with lacing down the glass. Earthy, spicy aroma; taste-intense hoppy burst followed by a delicious bittersweet malt-hop balance. Pleasantly long bitter finish. Alcohol is well hidden. This is truly one of the best beers I have ever had. Definitely a benchmark for others to imitate.",1226721562,0.6000000238418579
5.0,573,113,Samuel Smith's India Ale,English India Pale Ale (IPA),3.0,3.0,3.5,4.0,froghop,4.0,"pours a semi-cloudy amber-orange with a small creamy off-white head, a little lacing. smells of malt, touch of caramel, some citrus, some orange spice, and a few hops. taste is crisp, smooth, caramel, citrus, grass, well balanced hops and malt, not too bitter yet more bitter on the back end, leaves the mouth slightly dry.",1230924504,0.20000000298023224
10.0,3706,870,Ryan Sullivan's Imperial Stout,Russian Imperial Stout,4.0,3.0,4.0,3.5,kirok1999,4.0,"A- pours a very dark black with a tan head that laces nicely. S- Chocolate and caramel, toffee, coffee, dark roasted malts and not much in the hop department. T- Chocolate dominates with slight fruity notes. Cherries, raisins. Slight metallic notes. Very smooth and creamy with warming alcohol. M- Mildly carbonated, slick and oily. D- Very nice stout, chocolate dominates so if you are looking for a balance and sweetness, look to other stouts.",1157413403,0.20000000298023224
5.2,68008,192,Somersault,American Blonde Ale,3.5,4.0,4.5,3.0,Nerudamann,4.5,"Poured from a bottle into a stein glass. Look - golden in color, clear, with about half a finger's worth of off-khaki colored foam that dissipates quickly. Smell - Slight citrus aroma, which makes sense after reading the label. I noticed something else that must be the apricots, but I couldn't pick it out of the aroma. Taste and Mouthfeel - smooth citrus flavor, enhanced and noticeable apricot flavor in the taste, slight bitterness at the end, but not as much of a hoppy bitterness than the kind that you actually get from eating something like a grapefruit. Tastes very ""real"". Texture is pretty well-balanced, but leans a little more on the watery side. Overall - a very interesting beer..not as much in concept but more in its actual taste.",1307504413,0.4000000059604645
6.4,55317,132,John John Dead Guy Ale,Maibock / Helles Bock,3.5,4.0,3.5,3.5,bluejacket74,3.5,"22 ounce bottle. Served in a pilsener glass, the beer pours a cloudy amber/orange color with about a half inch off-white head. Head retention and lacing are both decent. Aroma is nice and malty, it smells like oak, whiskey, vanilla, caramel and a bit of spice. It tastes like whiskey, oak, caramel malt, vanilla, and a bit of apple and spice. The whiskey/oak flavors aren't overpowering at all, I thought it would be somewhat stronger in the taste since the whiskey/oak aromas were stronger. Mouthfeel/body is medium, it's a little bit oily and creamy, and also has moderate carbonation. Drinkability is OK, it's certainly not hard to drink. Not a bad brew overall, I think it's worth trying.",1280532472,0.20000000298023224
4.9,1971,273,Sweetwater Blue,Fruit / Vegetable Beer,3.0,3.5,4.0,3.5,ByTor2112,3.5,"Pours a darker yellow not yet gold color. Small white head forms. Aroma has just a hint of the fruit, not overbearing but you know what it is. Taste is good, the blueberry is subtle, and I can get some sweet malt flavor also. Hops are very mild. Sweetwater makes great beer, this one is good. Would be very refreshing on a hot summer day and I could quaff two or three but would need to switch to something heavier. This is the way a beer with fruit should taste.",1169571347,0.30000001192092896
5.35,34832,35,LongShot Boysenberry Wheat,American Pale Wheat Ale,4.0,4.0,4.0,4.0,oelergud,4.0,"Clear straw golden body with a huge white head. Multi bubbled and fluffy, good retention and great lace. Sweet, light and fruity scent. Fresh and inviting. Fruit, sweet light malts and sugar cane but not overwhelmingly sweet. Well balanced. Aftertaste of dark earthy malts and mild hops. Medium body and good drinkability. A summer session brew. -Oelergud",1179092459,0.5
6.7,62328,140,Estate Homegrown Wet Hop Ale,American IPA,4.0,4.0,4.0,4.5,bierbrauer,4.0,"Poured from a 750 ml, wax-sealed bottle into a tulip glass, at 50 degrees. Bottled Sept. 14, 2011. A: Clear, midway between amber and copper; with dense, tan head that leaves thick lacing. S: Sweet honey and faint evergreen; fresh earth. T: Citrus and sweet malt, offset by moderate bitterness. M: Smooth, medium-bodied, w/ light carbonation and fresh finish despite lingering bitterness. Little alcohol warming. O: More balanced than the recently released SN Northern Hemisphere Harvest wet hop. A highly drinkable ale. A must for fresh hop fans -- all ingredients are organic and local. Worth seeking out.",1318982869,0.30000001192092896
6.3,60780,392,Lima,American Black Ale,4.0,4.0,4.5,4.5,Slatetank,4.0,"I had this on tap at Quick 6 Mt Rose Avenue in York. Served chilled in a pint. A murky dark brown with thick cream cap of light beige that retains well. The bead is ultra fine and lace sticks decently. The smell is very good with lots of grapefruity citrus from PNW hops, gentle caramel hints and light coffee notes add to the dimension of the American Black ale. The feel is great with the hops in the starring role -sweet and juicy textures overlap and the roast is low with moderate alcohol presence and semi-dry finish which has a low astringency level. This IPA is and American Black ale as I think the style is best interpreted. The flavor has plenty of ruby red grapefruit and subtle notes of caramel malt with a slight dark sugar tinge, mild toasted flavors that add to the complexity in the malt with slight coffee, but not heavily roasted. The juiciness borders on orange with subtle sweet and tangy and bitterness is moderate in the flavor along with a mild alcohol taste in the semi-dry finish. I enjoyed this a lot, unsure why it is rated so low since to me it fits the style in the best way possible with Hops getting the spotlight. I enjoy how there is not too much roasted malt presence to get in the way of the nice citrusy hops which are utilized so well - the dry finish makes for a drinkable American Black ale - Kudos Weyerbacher!",1296238227,0.6000000238418579
9.0,34,22,La Fin Du Monde,Tripel,4.5,4.0,4.0,4.0,jeffthecheff,4.0,"12 oz twist off, poured into my La Fin Du Monde stem glass. Best by Sept. 2011. Pours a nice hazy, honey-orange with a huge white head which dies down to a half finger cap of foam, and then to small lace. I can see the yeast floating around in very fine particles Smells very fruit-like, and not just fruity. Kind of like a mix between a bitten into apple and pear. There is also a gentle, spicy aroma. This is dominated by yeast fermentation character, with not much malt presence and only a tiny bit of hops in the nose. Taste is sweet, with a peppery type snap to it. Bitterness is there and its firm, but overpowered by a burnt sugary sweetness. Slight citrus is also there, which really compliments the orange appearance. On the palate you can definitley feel the fermented sugar character found in Belgian styles. Carbonation was really dancing hard on my palate at first, but the hard pour combined with all the agitation from my swirling really dropped off the carbonation dramatically. Towards the end of the glass, its a bit flat, surprisingly. I'd imagine this is pretty versatile with food. Plus, if you get the corked and caged bottle...well that has class written all over it. I'll try it sometime.",1248480499,0.10000000149011612
8.0,48148,7402,The Devastator Double Bock,Doppelbock,4.0,3.5,4.0,3.5,cokes,3.5,"Dark copper brown with a tight beige crown. The nose is primarily caramel, with lesser notions of toasty bread and candied fruit and sporadic rum-like alcohol flares. Caramel rolls across the mouth. It's not necessarily oversweet, but simply monopolizes the flavor profile. Looking hard, one can find some backing toasty graininess, and bits of fig, and cocoa. But caramel reigns supreme throughout. Booze ticks up a bit around the close, but it's mellow and easily overlooked given the strength of the beer. Glassy, if perhaps a little thinner than expected given the specs, with a moderate+ carbonation. It drinks easier than it probably should, as the alcohol is generally hidden and the caramelly maltiness, while strong, never gets to a cloying point. It's a bit one-dimensional, but not a terrible offering.",1274394938,0.10000000149011612
10.0,9884,590,Unplugged Triple,Tripel,4.0,4.0,4.5,4.5,faernt,5.0,"This is the third in the series ( I think). The first was the Eisbock, then came the Imperial Stout and third the Triple. It pours very clear with a slight head which subsides into a ring. It smells a little tart and flowery. The taste is the big deal with this one. It starts nutty and then sweet then tart then sweet. The mouthfeel is silky and it is very drinkable. I'm sure it will improve with age but I have no reason to wait. This is a good one. I picked it up at the brewery. Thanks Dan.",1089081727,0.30000001192092896
7.5,53039,273,Sweetwater Dank Tank Wet Dream,American Amber / Red Ale,3.5,3.5,3.5,3.5,ffejherb,3.5,"22oz. bomber on 1/4/10. A - Emerged from the bottle a hazy deep amber/bronzed copper-colored body with a bubbly patchy of beige head that flared back up into a creamy cap with each swirl of the glass, yielding spotty lace around the sides. S - Pretty fresh, dank earthy hop aroma with citrus and spicy notes, but pretty tame overall. Malt base is comprised of slightly burnt sweet caramel and sugar. T - Spicy initial flavor with an earthy hop flair and plenty of sweet caramel malt. Finishes with a toasted grainy character and a hint of alcohol warmth amidst a mild grassy and herbal hop bite. M - Medium bodied with a syrupy texture and very soft carbonation. Finish is bittersweet with a touch of alcohol warmth on the palate. D - Good but not too terribly exciting in the grand scheme of things. While Wet Dream does have a decent amount of fresh hop flavor, nothing really leaps out either, resulting in a pretty tame yet tasty brew.",1262731608,0.20000000298023224
6.2,1339,132,Hazelnut Brown Nectar,American Brown Ale,4.0,3.5,4.0,4.0,alphanon,4.0,"Had this last night while out at a local pizza joint with a buddy. The pour was a nice imperial pint very thin light colored head, nice lacing on the glass as it was drank though. Very nice deep reddish brown color and very clear. The nose on this beer isn't complex at all, mostly malt sweetness no real hop aroma. The flavor of this beer is also toward the sweet side no real hop flavor or bitterness only enough to balance out the malt. Mouthfeel for this right where it should be not thin but not think either. All in all a real nice totally drinkable beer that you could sit and have a few pints of. I will be drinking this again.",1241292993,0.30000001192092896
12.7,45249,158,Barrel Aged Old Ruffian,American Barleywine,4.5,4.5,4.0,4.5,waltonc,4.5,"I was lucky to pick up a couple bottles of the BA Great Divides while in Colorado last week. I love the regular Old Ruffian, and some time spent aging in whiskey barrels only improved upon what is already a great beer. A: Amber/brown/carmel in color. Smell and taste: Overwhelming amounts of whiskey in the noise and taste. Rich flavors including carmel, vanilla, oak, whiskey, and, of course, significant hoppiness. These components were all also present in the smell. Quite sugary as well. Mouthfeel: Thick body with medium carbonation. Drinkability? I would have guessed it wouldn't be great, but I had no difficulty polishing off the entire bottle minus the small amount my wife had. Overall, an outstanding beverage. Though I will wait a while to open my other bottle, as I suspect this will get better with additional age. By the way, open this carefully. My bottle overflowed a little bit.",1224566136,0.20000000298023224
9.0,15813,73,Great Lakes Blackout Stout,Russian Imperial Stout,4.5,3.5,4.0,4.5,Kaiser81,3.5,"Thanks to Jojomdma for sending this over Poured from a 12 oz bottle in my snifter glass. 8/22/10 date on it. A - Pours a pitch black with about a finger width of mocha colored head. It dies down fairly quickly to leave some lacing on the glass. S - Smells very roasty with hints of chocolate, dark fruits, and a touch of licorice. A touch of coffee bean and alcohol also comes through. T - Nothing really jumps out and grabs the tongue. Some coffee soy sauce and licorice flavors are mixed in with a hint of espresso and dark/bitter chocolate. There is a roasty and sliight hint of booze aftertaste. Slight sourness in it too. M - Creamy/heavy body with mild carbonation. It's nice. D - It's ok. I'd prefer other stouts, but I would drink a bit of this.",1272000588,0.10000000149011612
5.8,226,73,Great Lakes Edmund Fitzgerald Porter,American Porter,4.5,4.5,4.5,4.5,InebriatedJoker,5.0,Poured from 12 oz bottle with no visible best by date Poured a deep black w/a two finger head that dissipated into a thin tan lacing - great carbonation . Smell - toasted malts with prevalent coffee hints as well as some toffee and vanilla . Taste - The taste of molasses was the first thing to come to mind then some mild malt hints with coffee and caramel and maybe even a touch of vanilla . Drinkability - -= This is a very well blended and balanced porter and am impressed with the way it's flavors are more prevalent as it warms up a little- very well made porter.,1295127817,0.20000000298023224
5.6,279,140,Sierra Nevada Porter,American Porter,4.0,4.0,4.0,3.5,Traquairlover,4.5,"12-oz bottle poured into a pint glass. A = Dark mahogany with reddish tint, good foamy off white head with medium bubble interspersed among very small bubbles. Medium lacing. S = Bitter coffee, roasted grains, slight floral notes of hops. T = Bitter coffee is up front and continue through to the finish which is long and bitter. Mid-palate introduces some sweeter notes of roasted malt, semisweet chocolate, traces of hops floral characteristics. Good but maybe just a little too thin. M = Medium bodied, just a little to light for the style, good carbonation. D = An approachable porter which could serve as a good standby beer.",1199206465,0.0
5.0,1312,433,Molson Canadian Lager,American Adjunct Lager,3.0,2.5,4.0,4.0,PsychoJedi,2.5,"First off, I am bias against Canadian beer. I just wanted to get that out to add some context to the results. It pours a light golden color with a fast dissipating head. The smell is Canadian if I have ever smelled it. The taste is Canadian if I have ever tasted it. It does go down smooth with little to no after taste. Verdict: Best I do not give one since I show bias against Canadian tasting beer.",1245197677,0.0
9.1,18421,73,Great Lakes Lake Erie Monster,American Double / Imperial IPA,4.0,3.0,4.5,4.0,sidetracked,4.5,"Pours a clear amber with lots of cream colored head. Little lacing. Very faint aroma of citrus and tropical fruit. Taste upfront is sweet fruit, mango, and citrus with a light bitterness. A biscuity malt middle leads into a nice mix of sweet caramel malt, bitter grapefruit, and pine resin. More sweet than bitter, but not overly malty either. Medium body with good carbonation. Not the typical double IPA that I'd enjoy due to the lack of bitterness, but the interesting flavor makes me keep wanting more. 6/5/2010",1276304875,0.30000001192092896
7.2,30420,140,Sierra Nevada Torpedo Extra IPA,American IPA,4.0,3.0,3.5,3.5,Brabander,3.5,"Review number 300! I got this beer in a trade with listenatjoes last thursday. I had some westy's for him and he gave me some beers from the States. I have met the guys from the Sierra Nevada last year in Belgium and i think they are doing a great job with their beers and the way how they make them. Ken Grossman is quit a person! Now to the beer. Poured in my Struise glass the beer looks quit good. Not much carbonation going on in the coppercouloured fluid. Nice head which stays for quit a while. Smell is average, not really spectacular. The taste is a bit too bitter for me. The hops are a bit too much ahead. As a european this kind of hops is something i need to get used to. I have had better beers from the guys.",1301823901,0.0
5.3,353,132,Mocha Porter,American Porter,3.5,4.0,4.5,4.0,BDJake,4.0,"A- dark buby-reddish brown, not quite black, but with a somewhat disappointing layer of tan head S- coffee and chocolate standing well above the roasted malts T- much like a boozy, warming cup of coffee, with a good amount of dark chocolate as well- even some mild hops adding to the bitterness in this gem M- medium to heavy, especially for it's modest abv, and well carbonated D- i was disappointed in myself for only buying one 12 oz. bottle of it, as it didn't last me very long- i will definitely pick up some more soon",1275332797,0.0
6.5,48508,5318,Hot Rocks Lager,Euro Dark Lager,3.5,3.5,3.5,3.0,Mebuzzard,3.0,"This one borders on being a schwarzbier in my mind, but it's not quite as dark and the hop tones just aren't there. The way it's brewed is interesting; dropping hot rocks into the wort to produce a boil. The old method.... Pours a dark ruby/chestnut color with a small layer of off-white foamy head. A bit sticky in the lacing as it drank. Aroma is sweet, a bit smoky, and anise-like. Caramel seems to provide a the backbone, slightly smoked. Anise and/or almond comes and goes. Flavor isn't bad, just not very noticeable. I think if I had paired this with some Mexican dishes, slightly spiced, the flavor may have popped more. As it is, it's soft. Caramel, anise or root beer-like center...soft. Smoke comes in a bit and the caramel finishes it off. Slight earthy spice. Thin mouthfeel. Or perhaps it's just so smooth. Again, should have paired it. Makes it quite drinkable. Nothing bad here.",1287777170,0.10000000149011612
5.9,20719,3185,Gouden Schoen,Belgian Pale Ale,4.0,4.0,4.5,4.0,UncleJimbo,4.5,"Sampled on tap at the BA Belgian Beer Fest. This Belgian Strong Ale poured a slightly hazy, golden color with creamy white foam that persisted a while and clung to the glass. The smell was lightly malty with a touch of sweetness (sugar) and a very mild vinous character as the sample warmed. A light hoppiness tickled the nose. The taste was malty with strong hop bitterness and a good amount of phenols. There was a bit of fruitiness (pears) and a touch of alcohol. The mouthfeel was dry and smooth with medium body and good carbonation. The mix of flavors and hops lingered on the palate. This was a very nice ale, and it was fun to finally sample it after participating in (more accurately ""observing"") its brewing.",1102894284,0.30000001192092896
9.1,54546,194,St-Ambroise Stout Impériale Russe,Russian Imperial Stout,5.0,4.0,4.5,4.0,uno99,4.5,"Bottle from the LCBO. $5.50 I think they were. A: Poured into a Tripel Kameliet glass. Looks delicious. whats amazing is how dark the head is. Not Tan, but dark like dark chocolate, especially when you swirl the glass a bit. S: I'm not going to bother mentioning the obvious RIS scents, but pretty strong in the fruit department. Leather, smoke, ash, tobacco, oak, soap.... all present here. Quite inviting but not huge. T: This stuff is no joke. hugely powerful flavor. finish is long... Very long...(episode of Mama's Family long!) Everything is well balanced here. The bourbon isn't a big player but is present most in the finish. M: Might be the thickest beer I've ever had, Although it has been a long time since I've had an barrel aged stout of this strength. Overall: this is fantastic stuff, and I hear it ages well so I'll set some aside and come back in a year or two and re-review.",1323478638,0.20000000298023224
9.5,26277,681,Abbaye Des Rocs Grand Cru Belgian Special Brown,Belgian Strong Dark Ale,3.5,4.0,4.0,4.0,buckeyesox,4.0,"Bottle states best before 1701 2010 Aggressive pour doesn't create much of a head. The smell has some complex fruit notes of pears, plums, lemon peal and some other ambiguous fruit notes I can't define. The taste has some malt and mild roasted malt notes. There are some plum and other fruit notes that I can't put my finger on exactly what they are. Not off putting in the slightest way just. The mouthfeel is good as it becomes foam immediately in the mouth.",1201133635,-0.10000000149011612
6.7,15035,1475,Blitzen Holiday Ale,Winter Warmer,3.0,3.5,3.5,3.5,beveritt,3.5,"From notes: Presentation: Poured from a brown bomber into a standard pint glass. Silk screened label shows a head on shot of a reindeer. Appearance: Pours with under 1 finger of light tan head. This dissipates to nothing quickly, leaving no lacing behind. The beer itself is a slightly reddish brown and perfectly clear. However, the last 1/4 of the bottle brings much chunky sediment. Smell: Sweet malt and honey aromas upfront with slight sourness in the finish. Some hints of cinnamon and bitter orange peel. Taste: Mild malt with overtones of cinnamon and clove. Fairly middle of the road and unexciting here. Mouthfeel: Lower than average carbonation. Body is pretty good. Drinkability: Nothing special on this one. Not disappointed I bought it, but not something I will seek out again.",1243633533,0.0
6.5,355,132,Dead Guy Ale,Maibock / Helles Bock,4.0,3.5,3.0,3.5,AlCaponeJunior,3.5,"Coppery and cloudy, one finger head that lasted and left good lacing. Smells malty with notable hops. Some bready character and fruity aromas. Tastes very caramel-malty, with a hops bite and lightly spiced bitterness that are noticeable but not too strong. A bit of dark fruits is also present. It's a flavorful beer, but not too overpowering. It feels tangy and well carbonated, but a little watery. Drink is average IMO. Pricey beer too at nearly $12 a sixer. But even price aside, drinkability is still average. I'm not left dying for another sixer, that's for sure.",1289337217,0.0
5.2,607,192,Fat Tire Amber Ale,American Amber / Red Ale,3.5,3.5,3.0,3.5,TastyTaste,4.0,"Written From Notes Compiled 6/04-8/04: Note: I drove 1 hour and 45 mintutes each way to get New Belgium products. Well hyped by colorado natives where ever you go, but does this beer stand up to it? Pours a clear rust color, with 2"" of white head. Smells intensely of biscuit maltiness. Slight chocolate aroma. Taste is very grainy, again with the biscuits. Hops balnces well. Good, but not ""the best beer in the world"", as I have heard it called on a few occasions.",1093461705,0.0
5.6,61268,711,Ochsner's 1905 Alberta Porter,American Porter,4.0,3.5,4.5,4.0,wordemupg,4.5,"341ml bottle poured into pint glass, from notes taken on feb22 2011 A black with cola at the edges once held to a light, thumbs width of mocha head has decent retention and leaves a few patches of lace S bakers chocolate and perhaps a little raisin, decent smell but a little faint T big improvement over the nose, more dark chocolate, a little smoke and charred wood, and some faint but very dark roasted coffee, this is a tasty porter without doubt if you love a super dark malt M not overly thick but not thin either and it leaves a little something behind in your mouth I'll be tasting this for quite a while O a pretty solid brew that I wish was easier to find outside of Edmonton, this is a very tasty porter and I recommend it to anyone drank this a few days after its BBdate of feb14 2011 and I'm curious if its improved or diminished in quality after some time. Perhaps I'll get to try a fresh bottle one of these days but for now I'll thank Alex at Kawa for saving me a trip to Edmonton",1301018061,0.6000000238418579
7.1,34761,132,XS Imperial Younger's Special Bitter,Extra Special / Strong Bitter (ESB),4.0,4.0,4.0,4.0,whatthehull,4.0,"Tulip A - a very cloudy almost swampy orange, half finger tan head and some nice lacing S - lots of citrus, a nice little sugary smell, pine, bright flowers, nice grain, flowers, slighty fruity, funky yeast, zesty, a bit grassy, dry wood, soil and fallen leaves T - lots of very nice bitterness, huge malt back bone, slight sweetness, some wheat notes, great funky yet very nice yeast, lots of citrus, fruity, pine and dry wood M - medium plus body, medium minus acidity, very well balanced, nice complexity and long finish D - very, very drinkable and enjoyable beer. Refreshing and tasty! Good flavors and nothing is overwhelming at all! For fans of craft brew get a glass of this one Final thought - the price isn't very awesome a $4 a 8oz. Best beer rogue makes as far as ipa goes",1324543760,0.6000000238418579
5.8,283,140,Sierra Nevada Stout,American Stout,4.0,4.0,4.5,4.5,barleywinebrewer,4.5,"wow, 638 reviews as of this writing. I know this has been around for ages but I happily picked this up while a bit far from home with less than exciting choices for alternatives. Wow, this is good. I think the grass is no longer greener over there. I like it here just fine. Definitely recommended.",1220483964,0.5
5.6,363,132,American Amber Ale,American Amber / Red Ale,3.5,4.0,4.0,3.5,dbaker61,4.0,"Appearance: Poured with a solid inch of dense, pale tan foam. Coppery brown color. Left plenty of lacing down the glass. Smell: Gentle pine and spices. I can't wait to get to the hops. Taste: Rogue never disappoints. Flavor hops right up front, a bit of bitterness, but more than that. Good dose of malt, but not too sweet. The malt has just a little roastiness. Mouthfeel: Not too heavy, with good carbonation. The hops linger in the aftertaste, inviting more sips. Drinkability: Very good. I had been having too many weizenbiers lately, and the hops here were a very refreshing change. This is one I will be revisiting again soon.",1299506237,0.4000000059604645
6.2,229,73,Great Lakes Eliot Ness,Vienna Lager,4.5,4.0,3.5,4.0,ProLiquorMan,3.5,"A beautiful amber color. Smells good. There is some sweetness. Bready/Malty. It has a clean taste. I disagree with the people that say this is a flavorful beer. There's not much on the palate. I was slightly disappointed. This is, however, a lager. Medium bodied but on the lighter side. I probably shouldn't have expected a lager to be flavorful. I like this and it pairs well with many food items.",1263770582,0.10000000149011612
4.7,1798,655,Boddingtons Pub Ale,English Pale Ale,4.0,3.0,4.0,4.0,proc,3.0,"I feel like I'm going against the grain here and rating this somewhat higher than the rest, but I enjoy this beer. Its a blond Guinness. I have no problem with blonds or brunettes (or redheads for that matter). This pours to a very, Guineess-like creamy sideshow and settles into a very, low carbinated thirst-quencher. These go down very quickly.",1014129110,0.20000000298023224
6.0,56130,283,Cuvee-Brut,Fruit / Vegetable Beer,4.0,3.5,4.0,3.5,elricorico,4.0,"Quite dark red, almost purple in the glass. Hazy body. One solid finger of pinkish head that stays for a while. Tart cherry smell, with just a hint of candy sweetness mixed in. Faint funk, but only if you really look for it. Tart cherry to the taste as well, but with a stronger yeast impression. Something of an oak type wood flavour. Lingering tartness isn't quite enough to pucker, but it is certainly a dominating aspect. Here and there a bit of candy sugar pops up, reminding me of pixie stick. First couple of mouthfulls seemed to be a bit watery in body, but it evens out to a light but well carbonated feel. Pretty good for a tart fruit beer, but nothing outstanding. This would be a good beer for a fruit beer fan that wants to check out more sour beer. It isn't in your face sour, but it certainly isn't a sweet beer. Not bad at all.",1271301463,0.30000001192092896
6.0,45574,894,Nils Oscar Coffee Stout,American Stout,4.5,4.0,4.5,3.5,cvfish,4.5,"A - This beer poured a black color with brown highlights around the edge, produced a tan fluffy head that good retention and laced on the side of the glass nicely S - The aromas produced were everything you could ask of a Coffee Stout, strong roasted malts and freshly ground coffee bean aroma T - This beer is defiantly strong on the coffee side, but the roasted malts and bitter chocolate are still present. The coffee is really fresh tasting M - The mouth of this beer was not spot on for me, it had a medium body, but was still very smooth and creamy, and it had a light amount of carbonation D - This was a great Stout, special thanks to Dan Stein for bringing this one in and recommending it, it was a fantastic Stout that did not disappoint me",1234995974,0.800000011920929
